variant,station,count,baseline_rmse,variant_rmse,rmse_delta,rmse_delta_pct,baseline_mae,variant_mae,mae_delta,baseline_r2,variant_r2,r2_delta
norm_tcn5_only,DE-RuM_CRO_Merged,34267,4.911591836675577,5.876407914798914,0.964816078123337,19.64365342655132,2.602424163659307,2.9963795347606434,0.3939553711013364,0.6758938661631342,0.5360549103273053,-0.13983895583582884
norm_tcn5_only,DE-RuR_GRA_Merged,78817,3.4219017333018265,3.5690275961876385,0.1471258628858121,4.299535005753918,1.725915809215028,1.8399322035529935,0.11401639433796551,0.7963145113269438,0.7784229205325243,-0.017891590794419487
norm_tcn5_only,DE-RuS_CRO_Merged,78817,4.877501863572918,5.313637502020229,0.4361356384473112,8.941783122719889,2.465774370661238,2.641712078329183,0.17593770766794536,0.582963763184658,0.5050483780313276,-0.07791538515333041
norm_tcn5_only,ES-HeB_ENF_Merged,51951,1.9311561708693281,2.0363795503100537,0.10522337944072557,5.448724501310439,1.0936152015034613,1.146329394839537,0.05271419333607574,0.6651876547489218,0.6277076392352055,-0.03748001551371638
norm_tcn5_only,ES-LM2_SAV_Merged,78817,1.543951238834552,1.5475954791462396,0.003644240311687641,0.23603338110849195,0.8243180787247064,0.8571021423710462,0.03278406364633979,0.8836550461706073,0.8831051721358825,-0.0005498740347248399
norm_tcn5_only,FR-CLt_GRA_Merged,48819,4.09897955774469,3.197732922711881,-0.9012466350328094,-21.987097577248875,2.264845462086068,1.6925397080511093,-0.5723057540349585,0.13057763560298674,0.47086842361100656,0.3402907880080198
norm_tcn5_only,FR-Mej_GRA_Merged,52021,4.575836366089389,4.691121273339586,0.11528490725019758,2.519428100719489,2.297960868123947,2.385102996091314,0.08714212796736698,0.6421478560491669,0.6238890538108328,-0.018258802238334093
norm_tcn5_only,IL-Yat_ENF_Merged,78720,1.9981740913548047,2.4602810708773593,0.46210697952255453,23.12646237992387,1.1509583123800595,1.4545163536656314,0.30355804128557184,0.49700835140189714,0.23745833619908607,-0.25955001520281107
norm_tcn5_only,IT-BsB_DBF_Merged,33271,2.7008813356937833,2.9509796916229325,0.2500983559291492,9.259879455789036,1.4352189182808794,1.5876687827501121,0.1524498644692327,0.8857684761664021,0.86363359095187,-0.022134885214532107
norm_tcn5_only,IT-SR2_ENF_Merged,76670,3.6563873439382792,4.07725614164169,0.42086879770341046,11.510509093111958,1.9838074701557231,2.2784482415347176,0.29464077137899447,0.8042008226331965,0.7565316794748972,-0.04766914315829929
norm_tcn5_only,KR-ScC_ENF_Merged,26201,3.5758855263122546,3.3528569152912047,-0.22302861102104998,-6.237017638846378,1.668776199124359,1.604279965518299,-0.06449623360605994,0.7831705390666264,0.8093744474775981,0.026203908410971755
norm_tcn5_only,RU-Fy2_ENF_Merged,78119,3.145634080655558,3.344551323845499,0.19891724318994086,6.323597662334775,1.4034864164372023,1.530173050497981,0.12668663406077862,0.7957790681119301,0.7691342115993796,-0.026644856512550552
norm_tcn5_only,RU-Fyo_ENF_Merged,78815,2.9469995014882047,3.508170762958433,0.5611712614702284,19.042122714538728,1.5170999898724784,1.7486305069607284,0.23153051708825,0.7865673405869082,0.6975440024962117,-0.08902333809069651
norm_tcn5_only,US-CMW_DBF_Merged,52394,2.3828267899957245,2.344696591208885,-0.03813019878683965,-1.6002085819636127,1.1547728367455565,1.2108192517429144,0.05604641499735785,0.7818251370160214,0.788751775450113,0.006926638434091581
norm_tcn5_only,US-CRK_ENF_Merged,29331,2.560195734624862,2.909358055276153,0.34916232065129105,13.638110396369862,1.4396725924762628,1.647559898621687,0.20788730614542428,0.8579900574599599,0.8166137546721779,-0.04137630278778204
norm_tcn5_only,US-MMS_DBF_Merged,70033,2.762605495757367,2.7498781394001837,-0.01272735635718325,-0.4607011886687807,1.223843831846998,1.2462326948927303,0.022388863045732288,0.9083329373276876,0.9091756142294494,0.000842676901761763
norm_tcn5_only,US-Mo1_CRO_Merged,78374,6.207412017290343,6.673229021434311,0.4658170041439682,7.504206307660345,2.7824846284519755,2.9437997558328823,0.1613151273809068,0.451392948626151,0.3659663616695257,-0.0854265869566253
norm_tcn5_only,US-Ne2_CRO_Merged,78817,4.0877486754682435,3.813920753575048,-0.2738279218931954,-6.698746513857752,1.4264648060668148,1.3263558452197153,-0.10010896084709953,0.8917684227140362,0.9057830709607557,0.014014648246719497
norm_tcn5_only,US-Ro1_CRO_Merged,8690,5.449400585817102,6.04186664493725,0.5924660591201478,10.87213262798355,2.0260910673437786,2.1877918709270974,0.16170080358331873,0.2549883695538673,0.08418478350908631,-0.17080358604478096
norm_tcn5_only,US-SP1_ENF_Merged,42657,2.859937070688465,3.3681517150305673,0.5082146443421025,17.770133809963916,1.5839416642429027,1.876641190898517,0.2926995266556143,0.8084274231701389,0.7342925827590958,-0.07413484041104312
norm_tcn5_only,US-SRG_GRA_Merged,79185,1.7657757161880487,1.6489308646203775,-0.11684485156767122,-6.617196651674173,0.8146551913110688,0.8400813266786428,0.025426135367573988,0.6475209453638555,0.6926259994540781,0.045105054090222585
norm_tcn5_only,US-SRM_WSA_Merged,87578,1.808537943807914,1.7509471914740546,-0.05759075233385946,-3.184381756049914,0.8720063206912062,0.8244295129522495,-0.04757680773895667,0.3802052652352771,0.4190500364932995,0.03884477125802244
