variant,station,baseline_rmse,candidate_rmse,rmse_delta,rmse_delta_percent,outcome
learned_lag_embedding,US-Ne2_CRO_Merged,4.087748668952957,3.906011247622866,-0.1817374213300913,-4.445904972348552,win
learned_lag_embedding,US-Ro1_CRO_Merged,5.4494005935218714,5.5895909965832855,0.14019040306141406,2.572583913688954,loss
learned_lag_embedding,US-SP1_ENF_Merged,2.8599370910779878,3.4909647657717415,0.6310276746937538,22.064390040688004,loss
learned_lag_embedding,US-SRG_GRA_Merged,1.765775723781965,1.768593591835817,0.0028178680538522016,0.15958244390271997,loss
learned_lag_embedding,US-SRM_WSA_Merged,1.8085379464595919,1.9958013008807733,0.18726335442118147,10.3544056008208,loss
learned_lag_embedding,US-TKs_CSH_Merged,1.4381420250665329,1.294043109224661,-0.14409891584187196,-10.019797303065774,win
learned_lag_embedding,US-UC1_CVM_Merged,3.4702680481739776,3.565629684382222,0.09536163620824434,2.747961681473647,loss
learned_lag_embedding,US-UMd_DBF_Merged,2.7630698238063176,2.6962860511574935,-0.06678377264882407,-2.4170135721298878,win
learned_lag_embedding,US-Var_GRA_Merged,2.8234378995956324,2.113233528571538,-0.7102043710240946,-25.15388672532195,win
learned_lag_embedding,US-Wkg_GRA_Merged,1.3586885071066968,1.614032653997893,0.25534414689119633,18.793428041497695,loss
learned_lag_embedding,US-xAE_GRA_Merged,1.8707143042536187,2.143355652264035,0.2726413480104162,14.574184170746218,loss
learned_lag_embedding,US-xBL_DBF_Merged,2.378784200666848,2.3953008963845153,0.01651669571766723,0.6943335050332469,loss
learned_lag_embedding,US-xCL_GRA_Merged,2.9607158751056675,3.8201275615715113,0.8594116864658439,29.02715838733332,loss
learned_lag_embedding,US-xJR_OSH_Merged,0.9165592449327067,0.9115206207513288,-0.005038624181377904,-0.5497325142083791,win
learned_lag_embedding,US-xUN_MF_Merged,2.4790339662831125,2.2944253585758894,-0.1846086077072231,-7.446796220546028,win
static_film,AU-MvB_CRO_Merged,6.632921000735733,7.871424156558523,1.23850315582279,18.67206251492236,loss
static_film,AU-Sil_GRA_Merged,3.7818969144743866,3.78616156442086,0.004264649946473575,0.11276483846377613,loss
static_film,AU-Sno_EBF_Merged,2.4331816526862817,1.8723911411228222,-0.5607905115634595,-23.047622069003168,win
static_film,CA-TP3_ENF_Merged,2.8155723589413877,2.6568082044391423,-0.15876415450224535,-5.638787935890174,win
static_film,CA-TP4_ENF_Merged,2.9251529042662403,2.747918798383672,-0.17723410588256838,-6.0589689388229315,win
static_film,CH-Crs_GRA_Merged,3.6007448521425434,3.3201377111459784,-0.2806071409965649,-7.7930304011847955,win
static_film,CH-Fru_GRA_Merged,3.6304910547258857,3.7116127583044936,0.08112170357860782,2.2344554044007356,loss
static_film,CN-Yuc_CRO_Merged,3.6558525925268204,4.014360667229243,0.35850807470242296,9.80641493684056,loss
static_film,CZ-KrP_CRO_Merged,3.9425876544000036,4.378511260620915,0.4359236062209111,11.056789206307487,loss
static_film,DE-Amv_WET_Merged,4.049656920184496,3.4114298158479306,-0.6382271043365657,-15.760028983084547,win
static_film,DE-Har_ENF_Merged,2.5248348781400183,2.606097749244883,0.08126287110486485,3.2185420048034645,loss
static_film,DE-RuM_CRO_Merged,4.911591817606319,5.265501978167852,0.3539101605615329,7.205610191239634,loss
static_film,DE-RuR_GRA_Merged,3.421901756046453,3.6936887967412546,0.27178704069480153,7.942572875289525,loss
